ID_file;id_tipo_de_file;id_departamento;id_mercado;ID_Vendedor;Vendedor;ID_cliente;Cliente;id_grupo;grupo_cliente;Pasajero;cantidad_de_paxs;fecha_alta;fecha_salida;fecha_regreso;ID_destino;De_nombre;ID_producto;Pro_nombre;tarifa_total_ml;venta_total_ml;iva_total_ml;facturado_ml;iva_facturado_ml;pendiente_fc_ml;costo_total_ml;renta_ml;cobrado_ml;a_cobrar_ml;ID_zona
6901;PK;TER;GEN;BB;BET;7488;KAM;EMP;EMPRESA;PIC;3;9/1/2025 14:30;17/1/2025 00:00;25/1/2025 00:00;BRA;BRASIL;HOTEL;HOTEL .HOTELES;0;0;0;0;0;0;0;0;0;0;BRA
6902;PK;TER;GEN;BB;BET;600;PIC;PAR;PARTICULARES;PIC;3;9/1/2025 14:30;17/1/2025 00:00;25/1/2025 00:00;BRA;BRASIL;HOTEL;HOTEL .HOTELES;6666651,6;6666651,6;132319,04;6666651,6;132319,04;0;6036582,72;630068,88;6798970,64;0;BRA
6903;PK;TER;GEN;BB;BET;600;PIC;PAR;PARTICULARES;PIC;3;9/1/2025 14:30;17/1/2025 00:00;25/1/2025 00:00;BRA;BRASIL;N/A;N/A   .SIN CARGAR;166494,72;166494,72;3766,56;166494,72;3766,56;0;152776;13718,72;170261,28;0;BRA
6904;PN;TER;GEN;BA;BEL;1466;BRA;PAR;PARTICULARES;BRA;3;9/1/2025 15:09;7/6/2025 00:00;22/6/2025 00:00;MIA;MIAMI;AER;AER   .AEREOS;482034,71;3793806,28;2490,48;3793806,28;2490,48;0;3755525,69;51853,02;3796308,45;-11,69;SALGRU
6905;PN;AER;GEN;DC;DEB;882;Eli;AGT;AGENCIAS;PEN;1;9/1/2025 15:51;17/4/2025 00:00;24/4/2025 00:00;FLN;FLORIANOPOLIS;AER;AER   .AEREOS;0;592574,4;0;592574,4;0;0;604665,6;-12091,2;592574,4;0;REG
6906;PN;AER;GEN;DC;DEB;1330;AND;AGT;AGENCIAS;ALB;4;9/1/2025 15:55;21/1/2025 00:00;5/2/2025 00:00;CUN;CANCUN;AER;AER   .AEREOS;0;7773480;0;7773480;0;0;7932122,88;-158642,88;7776484,37;-3004,37;CAR
6907;PN;AER;GEN;DC;DEB;1347;Isc;AGT;AGENCIAS;PAN;3;9/1/2025 16:29;31/5/2025 00:00;6/6/2025 00:00;CUZ;CUSCO;AER;AER   .AEREOS;0;2849721,6;0;0;0;2849721,6;2907875,52;-58153,92;2884803,4;-35081,8;SUD
6908;PN;TER;GEN;BA;BEL;7426;ANZ;PAR;PARTICULARES;;0;9/1/2025 16:56;18/1/2025 00:00;27/1/2025 00:00;MAD;MADRID;TER;TER   .TERRESTRES;0;0;0;0;0;0;36600;-36600;0;0;LGBEMI
6909;PN;AER;GEN;BA;BEL;366;DIA;PAR;PARTICULARES;DIA;1;9/1/2025 17:05;21/1/2025 00:00;26/1/2025 00:00;MAD;MADRID;AER;AER   .AEREOS;0;0;0;0;0;0;2071528,55;-2071528,55;0;0;LGBEMI
6910;PN;AER;GEN;BA;BEL;7426;ANZ;PAR;PARTICULARES;ANZ;1;9/1/2025 17:11;18/1/2025 00:00;27/1/2025 00:00;MAD;MADRID;AER;AER   .AEREOS;0;0;0;0;0;0;1899930,9;-1899930,9;0;0;LGBEMI
6911;PN;TER;GEN;INT;A D;366;DIA;PAR;PARTICULARES;;0;9/1/2025 17:43;7/1/2025 00:00;8/1/2025 00:00;BUE;BUENOS AIRES;HOTEL;HOTEL .HOTELES;0;0;0;0;0;0;51719,5;-51719,5;0;0;NAC
6912;PK;TER;GEN;DZ;DAI;1146;MIN;AGT;AGENCIAS;YRI;2;9/1/2025 18:30;22/1/2025 00:00;29/1/2025 00:00;BRA;BRASIL;HOTEL;HOTEL .HOTELES;899682,5;808764,38;9477,5;808764,38;9477,5;0;765470,45;43293,93;818241,88;0;BRA
6913;PN;AER;GEN;DC;DEB;7518;JAR;AGT;AGENCIAS;CHI;2;10/1/2025 09:30;15/6/2025 00:00;22/6/2025 00:00;PUJ;PUNTA CANA;AER;AER   .AEREOS;0;2275657,22;0;2275657,22;0;0;2009948,16;265709,06;2275657,22;0;CAR
6914;PN;AER;GEN;BC;BRE;166;PRE;AGT;AGENCIAS;DOR;3;10/1/2025 11:06;21/5/2025 00:00;8/6/2025 00:00;MAD;MADRID;AER;AER   .AEREOS;0;4667203,2;0;4667203,2;0;0;4762454,4;-95251,2;4713610,05;-46406,85;LGBEMI
6915;PN;AER;GEN;DC;DEB;166;PRE;AGT;AGENCIAS;DAN;1;10/1/2025 11:48;4/5/2025 00:00;10/5/2025 00:00;BCN;BARCELONA;AER;AER   .AEREOS;0;2742843,84;0;2742843,84;0;0;2798822,4;-55978,56;2770116,44;-27272,6;EUR
6916;PN;AER;GEN;DC;DEB;1342;ani;AGT;AGENCIAS;BER;1;10/1/2025 11:53;12/1/2025 00:00;25/1/2025 00:00;COLLUN;COLOMBIA;AER;AER   .AEREOS;0;771196,8;0;771196,8;0;0;786931,2;-15734,4;778499,8;-7303;LUNMIL
6917;PN;AER;GEN;MS;MAR;166;PRE;AGT;AGENCIAS;TOS;1;10/1/2025 11:58;10/1/2025 00:00;;BUE;BUENOS AIRES;AER;AER   .AEREOS;0;313357,44;0;313357,44;0;0;319756,8;-6399,36;316473,21;-3115,77;NAC
6918;PN;AER;GEN;MS;MAR;1347;Isc;AGT;AGENCIAS;SCH;3;10/1/2025 12:02;9/8/2025 00:00;19/8/2025 00:00;CUZ;CUSCO;AER;AER   .AEREOS;0;1181051,52;0;0;0;1181051,52;1205149,44;-24097,92;1195590,98;-14539,46;SUD
6919;PK;TER;GEN;DZ;DAI;1146;MIN;AGT;AGENCIAS;AND;2;10/1/2025 12:15;22/1/2025 00:00;30/1/2025 00:00;BRA;BRASIL;TER;TER   .TERRESTRES;87306,16;78482,44;909,88;78482,44;909,88;0;74102,32;4380,12;79392,32;0;BRA
6920;PN;AER;GEN;MS;MAR;882;Eli;AGT;AGENCIAS;DOM;2;10/1/2025 12:22;2/5/2025 00:00;10/5/2025 00:00;PUJ;PUNTA CANA;AER;AER   .AEREOS;0;4203017,28;0;4203017,28;0;0;4288796,16;-85778,88;4203017,28;0;CAR
6921;PN;AER;GEN;BC;BRE;166;PRE;AGT;AGENCIAS;VAR;1;10/1/2025 13:12;22/1/2025 00:00;20/2/2025 00:00;BCN;BARCELONA;AER;AER   .AEREOS;0;1923592,02;0;1923592,02;0;0;1962849;-39256,98;1944520,41;-20928,39;EUR
6922;PK;TER;GEN;DZ;DAI;7527;DAB;EMP;EMPRESA;PER;2;10/1/2025 13:15;16/4/2025 00:00;24/4/2025 00:00;BRA;BRASIL;HOTEL;HOTEL .HOTELES;808069,16;808069,16;23353,85;808069,16;23353,85;0;698605,05;109464,11;831423;0,01;BRA
6923;PN;TER;GEN;DZ;DAI;7527;DAB;EMP;EMPRESA;PER;2;10/1/2025 13:14;16/4/2025 00:00;25/4/2025 00:00;BRA;BRASIL;TER;TER   .TERRESTRES;192674,66;192674,66;12460,46;192674,66;12460,46;0;132516,96;60157,7;177370,11;27765,01;BRA
6924;PN;AER;GEN;BC;BRE;166;PRE;AGT;AGENCIAS;POR;3;10/1/2025 13:17;19/4/2025 00:00;27/4/2025 00:00;RIO;RIO DE JANEIRO;AER;AER   .AEREOS;0;1534002,96;0;1534002,96;0;0;1565311,3;-31308,34;1550692,68;-16689,72;BRA
6925;PN;AER;GEN;BC;BRE;166;PRE;AGT;AGENCIAS;ROD;1;10/1/2025 13:25;14/5/2025 00:00;2/7/2025 00:00;ESP;ESPANA;AER;AER   .AEREOS;0;1592011,12;0;1592011,12;0;0;1624503,3;-32492,18;1609331,96;-17320,84;EUR
6926;PK;TER;GEN;PT;PAO;1454;ROB;PAR;PARTICULARES;ROB;3;10/1/2025 14:00;11/2/2025 00:00;18/2/2025 00:00;BRA;BRASIL;HOTEL;HOTEL .HOTELES;1130319,36;1130319,36;32165,64;1130319,36;32165,64;0;990423,02;139896,34;1161248;1237;BRA
6927;PK;TER;GEN;PT;PAO;1454;ROB;PAR;PARTICULARES;ROB;3;10/1/2025 14:15;11/2/2025 00:00;11/2/2025 00:00;BRA;BRASIL;TER;TER   .TERRESTRES;66337,18;66337,18;1886,82;66337,18;1886,82;0;57329,48;9007,7;68224;0;BRA
6928;PK;TER;GEN;PT;PAO;1454;ROB;PAR;PARTICULARES;ROB;3;10/1/2025 14:15;15/2/2025 00:00;15/2/2025 00:00;BRA;BRASIL;TER;TER   .TERRESTRES;136810,44;136810,44;3912,22;136810,44;3912,22;0;118198,08;18612,36;140722,66;0;BRA
6929;PK;TER;GEN;PT;PAO;1454;ROB;PAR;PARTICULARES;ROB;3;10/1/2025 14:30;19/2/2025 00:00;19/2/2025 00:00;BRA;BRASIL;TER;TER   .TERRESTRES;0;148;0;148;0;0;0;0;-1073;1221;BRA
6930;PK;TER;GEN;SL;SOL;1470;RON;PAR;PARTICULARES;RON;4;10/1/2025 14:30;16/5/2025 00:00;23/5/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;5712232,96;5712232,96;163175,04;5712232,96;163175,04;0;4935193,76;777039,2;5875268;140;
6931;PN;AER;GEN;DC;DEB;7506;THO;AGT;AGENCIAS;ACQ;3;10/1/2025 14:35;15/6/2025 00:00;2/7/2025 00:00;MIA;MIAMI;AER;AER   .AEREOS;0;2805246,29;0;2805246,29;0;0;2862493,41;-57247,12;2835766,95;-30520,66;SALGRU
6932;PN;AER;GEN;AM;Ama;166;PRE;AGT;AGENCIAS;WAS;3;10/1/2025 14:40;10/2/2025 00:00;;ASI;ASIA;AER;AER   .AEREOS;0;573951;0;573951;0;0;582512,7;-8561,7;580195,5;-6244,5;SALGRU
6933;PK;TER;GEN;DZ;DAI;7506;THO;AGT;AGENCIAS;BAR;2;10/1/2025 14:45;26/3/2025 00:00;29/3/2025 00:00;MEX;MEXICO;HOTEL;HOTEL .HOTELES;326865,37;293833,95;3438,34;293833,95;3438,34;0;277451,29;16382,65;297272,28;0,01;CAR
6934;PN;TER;GEN;BB;BET;1462;DE ;PAR;PARTICULARES;;0;10/1/2025 14:45;19/3/2025 00:00;27/3/2025 00:00;BRA;BRASIL;AER;AER   .AEREOS;0;3537800;0;3537800;0;0;3106262,88;431537,12;3537800;0;BRA
6935;PN;AER;GEN;MS;MAR;166;PRE;AGT;AGENCIAS;FLE;1;10/1/2025 14:47;26/3/2025 00:00;9/4/2025 00:00;ESP;ESPANA;AER;AER   .AEREOS;0;1421962,83;0;1421962,83;0;0;1442668,1;-20705,27;1437878,52;-15915,69;EUR
6936;PN;TER;GEN;DZ;DAI;7527;DAB;EMP;EMPRESA;PER;2;10/1/2025 14:48;16/4/2025 00:00;24/4/2025 00:00;BRA;BRASIL;AER;AER   .AEREOS;0;2110720;0;2110720;0;0;1912113;138467;2110720;0;BRA
6937;PN;AER;GEN;AM;Ama;7471;CAD;AGT;AGENCIAS;GRE;2;10/1/2025 14:52;8/2/2025 00:00;15/2/2025 00:00;PUJ;PUNTA CANA;AER;AER   .AEREOS;0;661682;0;661682;0;0;429142;232540;661682;0;CAR
6938;PN;TER;GEN;SL;SOL;1471;ORT;PAR;PARTICULARES;;0;10/1/2025 14:53;16/5/2025 00:00;28/5/2025 00:00;CAR;CARIBE;AER;AER   .AEREOS;0;2278990;0;2278990;0;0;2212681,52;49298,48;2296000;-17010;CAR
6939;PN;AER;GEN;SL;SOL;1470;RON;PAR;PARTICULARES;;0;10/1/2025 14:56;16/5/2025 00:00;28/5/2025 00:00;CAR;CARIBE;AER;AER   .AEREOS;0;2271610;0;2271610;0;0;2212681,52;49298,48;2269180;2430;CAR
6940;PN;AER;GEN;DC;DEB;1342;ani;AGT;AGENCIAS;FER;4;10/1/2025 14:56;9/3/2025 00:00;25/3/2025 00:00;MIA;MIAMI;AER;AER   .AEREOS;0;4253368;0;4253368;0;0;4179420,28;73947,72;4300809,25;-47441,25;SALGRU
6941;PK;TER;GEN;SL;SOL;1470;RON;PAR;PARTICULARES;RON;4;10/1/2025 15:00;23/5/2025 00:00;27/5/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;1977997,28;1977997,28;56370,72;1977997,28;56370,72;0;1709550,08;268447,2;2034368;0;
6942;PK;TER;GEN;DZ;DAI;7516;NAN;AGT;AGENCIAS;GOD;3;10/1/2025 15:15;23/3/2025 00:00;31/3/2025 00:00;DOM;REPUBLICA DOMINICANA;TER;TER   .TERRESTRES;280066,08;251763,68;2957,92;251763,68;2957,92;0;237718,88;14044,8;254721,6;0;
6943;PK;INT;GEN;INT;A D;7508;CAL;AGT;AGENCIAS;ROG;6;10/1/2025 15:30;9/3/2025 00:00;14/3/2025 00:00;MEX;MEXICO;HOTEL;HOTEL .HOTELES;4738763,77;4259678,21;49863,48;4259678,21;49863,48;0;4022234,6;237443,61;4309541,69;0;CAR
6944;PK;INT;GEN;INT;A D;7508;CAL;AGT;AGENCIAS;ROG;6;10/1/2025 15:30;14/3/2025 00:00;19/3/2025 00:00;MEX;MEXICO;HOTEL;HOTEL .HOTELES;6805189,21;6117189,04;71603,88;6117189,04;71603,88;0;5776203,84;340985,19;6188792,91;0,01;CAR
6945;PN;AER;GEN;DC;DEB;1330;AND;AGT;AGENCIAS;BEN;2;10/1/2025 15:37;25/1/2025 00:00;4/2/2025 00:00;PUJ;PUNTA CANA;AER;AER   .AEREOS;0;1394225,28;0;1394225,28;0;0;1422679,72;-28454,44;1406756,16;-12530,88;CAR
6946;PK;TER;GEN;DZ;DAI;1305;Peg;AGT;AGENCIAS;MAC;4;10/1/2025 17:15;1/5/2025 00:00;10/5/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;2429395,54;2183780,53;25562,34;2183780,53;25562,34;0;2062050,43;121730,1;2209239,97;102,9;
6947;PK;TER;GEN;PT;PAO;1452;LOP;PAR;PARTICULARES;LOP;2;10/1/2025 17:30;26/5/2025 00:00;31/5/2025 00:00;EEUU;ESTADOS UNIDOS;HOTEL;HOTEL .HOTELES;1611034,32;1611034,32;38165,68;1611034,32;38165,68;0;1429292,48;181741,84;1649200;0;USA
6948;PK;TER;GEN;INT;A D;69;MUT;PAR;PARTICULARES;MUT;4;10/1/2025 18:13;21/1/2025 00:00;22/1/2025 00:00;PR;;HOTEL;HOTEL .HOTELES;207683,28;207683,28;5916,72;207683,28;5916,72;0;179509,44;28173,84;213600;0;
6949;PK;TER;GEN;INT;A D;69;MUT;PAR;PARTICULARES;MUT;4;10/1/2025 18:15;22/1/2025 00:00;24/1/2025 00:00;PR;;HOTEL;HOTEL .HOTELES;675894,48;675894,48;19373,52;675894,48;19373,52;0;583619,28;92275,2;695268;0;
6950;PK;TER;GEN;DZ;DAI;7508;CAL;AGT;AGENCIAS;FRA;6;11/1/2025 11:00;9/3/2025 00:00;9/3/2025 00:00;MEX;MEXICO;TER;TER   .TERRESTRES;69315,72;62315,22;732,36;62315,22;732,36;0;58836,51;3478,71;63047,58;0;CAR
6951;PK;TER;GEN;DZ;DAI;7508;CAL;AGT;AGENCIAS;FRA;6;11/1/2025 11:00;19/3/2025 00:00;19/3/2025 00:00;MEX;MEXICO;TER;TER   .TERRESTRES;247268,43;243100,44;2767,89;243100,44;2767,89;0;229907,19;13193,25;245811,26;57,07;CAR
6952;PN;AER;GEN;DC;DEB;7506;THO;AGT;AGENCIAS;BAR;2;12/1/2025 09:42;25/3/2025 00:00;4/4/2025 00:00;CUN;CANCUN;AER;AER   .AEREOS;0;1753446,73;0;1753446,73;0;0;1789226,18;-35779,45;1772523,97;-19077,24;CAR
6953;PN;AER;GEN;DC;DEB;1347;Isc;AGT;AGENCIAS;DOP;4;12/1/2025 09:48;22/2/2025 00:00;28/2/2025 00:00;PNT;PUERTO NATALES;AER;AER   .AEREOS;0;1960671,58;0;0;0;1960671,58;2000689,6;-40018,02;1982930,86;-22259,28;REG
6954;PN;AER;GEN;DC;DEB;1347;Isc;AGT;AGENCIAS;COU;2;12/1/2025 09:52;8/4/2025 00:00;14/4/2025 00:00;CHFANS;CHILE;AER;AER   .AEREOS;0;903269,92;0;0;0;903269,92;921704;-18434,08;913524,64;-10254,72;EDM
6955;PN;AER;GEN;MS;MAR;173;TER;AGT;AGENCIAS;YNI;1;12/1/2025 10:01;25/5/2025 00:00;5/7/2025 00:00;ASI;ASIA;AER;AER   .AEREOS;0;2410953,58;0;2410953,58;0;0;2386283,2;24670,38;2410953,58;0;SALGRU
6956;PN;AER;GEN;AM;Ama;1330;AND;AGT;AGENCIAS;MOY;4;12/1/2025 10:07;22/2/2025 00:00;1/3/2025 00:00;CUBA;CUBA;AER;AER   .AEREOS;0;4054652;0;4054652;0;0;4138366,4;-83714,4;4090949,04;-36297,04;CAR
6957;PN;AER;GEN;AM;Ama;353;LAM;AGT;AGENCIAS;BEA;2;12/1/2025 10:16;11/1/2025 00:00;1/2/2025 00:00;MAD;MADRID;AER;AER   .AEREOS;0;5257292,32;0;5257292,32;0;0;4647840,4;609451,92;5257292,32;0;LGBEMI
6958;PN;AER;GEN;AM;Ama;173;TER;AGT;AGENCIAS;ADA;9;12/1/2025 10:24;10/2/2025 00:00;15/2/2025 00:00;C/U;CALAFATE/USHUAIA;AER;AER   .AEREOS;0;7708031;0;7708031;0;0;7497759,33;210271,67;7708031;0;ARG
6959;PN;AER;GEN;AM;Ama;1412;Via;AGT;AGENCIAS;FIE;4;12/1/2025 10:30;20/3/2025 00:00;;BCN;BARCELONA;AER;AER   .AEREOS;0;3706267,02;0;3706267,02;0;0;3781900,8;-75633,78;3706267,02;0;EUR
6960;PN;AER;GEN;AM;Ama;166;PRE;AGT;AGENCIAS;LAS;2;12/1/2025 10:40;6/5/2025 00:00;15/5/2025 00:00;PUJ;PUNTA CANA;AER;AER   .AEREOS;0;1885051,77;0;1885051,77;0;0;1923525,24;-38473,47;1901962,06;-16910,29;CAR
6961;PN;AER;GEN;AM;Ama;166;PRE;AGT;AGENCIAS;GEG;1;12/1/2025 10:47;13/1/2025 00:00;28/1/2025 00:00;LON;LONDRES;AER;AER   .AEREOS;0;2425237,08;0;2425237,08;0;0;2447444,31;-22207,23;2446993,22;-21756,14;SALGRU
6962;PN;INT;GEN;DZ;DAI;130;BAL;PAR;PARTICULARES;;0;13/1/2025 09:43;26/1/2025 00:00;;ESP;ESPANA;AER;AER   .AEREOS;0;618715;0;618715;0;0;702561,55;-83846,55;618715;0;EUR
6963;PN;TER;GEN;PT;PAO;1472;MAR;PAR;PARTICULARES;MAR;4;13/1/2025 11:50;4/2/2025 00:00;14/2/2025 00:00;BRA;BRASIL;AUTLOC;AUTLOC.AUTOS;0;2806350;0;2806350;0;0;2483990,4;322359,6;2806350;0;BRA
6964;PK;INT;GEN;INT;A D;1469;Mal;AGT;AGENCIAS;BRA;2;13/1/2025 12:15;6/4/2025 00:00;14/4/2025 00:00;MEX;MEXICO;HOTEL;HOTEL .HOTELES;2027539,94;1822651,46;21333,95;1822651,46;21333,95;0;1721054,5;101596,96;1844202,68;-217,27;CAR
6965;PN;TER;GEN;BB;BET;1462;DE ;PAR;PARTICULARES;;0;13/1/2025 12:30;19/3/2025 00:00;28/3/2025 00:00;BRALUN;BRASIL;TER;TER   .TERRESTRES;362060,72;362060,73;23415,28;362060,73;23415,28;0;250559,4;111501,32;385476,01;0;LUNMIL
6966;PK;INT;GEN;INT;A D;1469;Mal;AGT;AGENCIAS;BRA;2;13/1/2025 13:00;6/4/2025 00:00;14/4/2025 00:00;MEX;MEXICO;TER;TER   .TERRESTRES;56715,3;50978,58;597,58;50978,58;597,58;0;48142,82;2835,76;51558,39;17,77;CAR
6967;PN;TER;GEN;PT;PAO;1474;MON;PAR;PARTICULARES;MON;1;13/1/2025 14:41;30/3/2025 00:00;9/4/2025 00:00;REPDOM;REPUBLICA DOMINICANA;AER;AER   .AEREOS;0;1378080;0;1378080;0;0;1334657,28;43422,72;1378080;0;CAR
6968;PN;INT;GEN;DZ;DAI;1150;MAR;AGT;AGENCIAS;SUA;1;13/1/2025 14:42;14/1/2025 00:00;;ARG;ARGENTINA;TER;TER   .TERRESTRES;208871,05;187983,95;5516,06;187983,95;5516,06;0;127061,6;60922,35;193500,01;0;ARG
6969;PK;TER;GEN;PT;PAO;1410;POG;PAR;PARTICULARES;POG;3;13/1/2025 14:45;30/3/2025 00:00;8/4/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;2349382;2340422,33;75708,64;2340422,33;75708,64;0;1988909,2;360472,8;2410411,71;5719,26;
6970;PN;AER;GEN;DC;DEB;7518;JAR;AGT;AGENCIAS;BEV;4;13/1/2025 15:09;6/2/2025 00:00;17/2/2025 00:00;IGMOIB;IGUAZU/MOCONA/IBERA;AER;AER   .AEREOS;0;1266526,6;0;1266526,6;0;0;1151484;115042,6;1266526,6;0;ARG
6971;PN;AER;GEN;DC;DEB;7506;THO;AGT;AGENCIAS;MUN;2;13/1/2025 15:17;24/5/2025 00:00;13/6/2025 00:00;BCN;BARCELONA;AER;AER   .AEREOS;0;2853793,2;0;2853793,2;0;0;2814559,32;39233,88;2879393,8;-25600,6;EUR
6972;PN;AER;GEN;INT;A D;1412;Via;AGT;AGENCIAS;BAR;2;13/1/2025 15:22;30/6/2025 00:00;11/7/2025 00:00;CUN;CANCUN;AER;AER   .AEREOS;0;0;0;0;0;0;0;0;0;0;CAR
6973;PN;AER;GEN;DC;DEB;1332;ZUB;AGT;AGENCIAS;ALA;2;13/1/2025 15:29;2/8/2025 00:00;20/8/2025 00:00;SMR;SANTA MARTA;AER;AER   .AEREOS;0;1759454,32;0;1759454,32;0;0;1783567,8;-35667,12;1770527,1;-11072,78;CAR
6974;PN;TER;GEN;LC;LUC;1473;PAU;PAR;PARTICULARES;;0;13/1/2025 15:31;18/5/2025 00:00;15/6/2025 00:00;EUR;EUROPA;AER;AER   .AEREOS;0;0;0;0;0;0;0;0;0;0;EUR
6975;PN;AER;GEN;DC;DEB;1347;Isc;AGT;AGENCIAS;ARM;2;13/1/2025 15:37;14/10/2025 00:00;29/10/2025 00:00;SCL;SANTIAGO DE CHILE;AER;AER   .AEREOS;0;3035390,52;0;0;0;3035390,52;3097342,02;-61951,5;3064053,32;-28662,8;SUD
6976;PN;AER;GEN;AM;Ama;1342;ani;AGT;AGENCIAS;ESP;3;13/1/2025 15:56;23/2/2025 00:00;9/3/2025 00:00;PUJ;PUNTA CANA;AER;AER   .AEREOS;0;2157183;0;2157183;0;0;2207654,94;-50471,94;2157183;0;CAR
6977;PN;TER;GEN;BB;BET;1253;CER;PAR;PARTICULARES;;0;13/1/2025 16:24;21/6/2025 00:00;28/6/2025 00:00;EEUU;ESTADOS UNIDOS;AER;AER   .AEREOS;0;3517800;0;3517800;0;0;3410698,98;107101,02;3517800;0;USA
6978;PN;AER;GEN;DC;DEB;7518;JAR;AGT;AGENCIAS;ARM;2;13/1/2025 16:36;23/3/2025 00:00;31/3/2025 00:00;ARU;ARUBA;AER;AER   .AEREOS;0;1452833,1;0;1452833,1;0;0;1281591,21;171241,89;1452833,1;0;CAR
6979;PN;AER;GEN;DC;DEB;1347;Isc;AGT;AGENCIAS;HOW;2;13/1/2025 16:41;10/4/2025 00:00;;PUQ;PUNTA ARENAS;AER;AER   .AEREOS;0;171240,3;0;0;0;171240,3;174735;-3494,7;172857,3;-1617;REG
6980;PK;TER;GEN;PT;PAO;1442;PES;PAR;PARTICULARES;PES;4;13/1/2025 16:45;16/3/2025 00:00;28/3/2025 00:00;BRA;BRASIL;HOTEL;HOTEL .HOTELES;594536,27;594536,27;4970,73;594536,27;4970,73;0;574380,16;20156,11;599507;0;BRA
6981;PN;AER;GEN;BC;BRE;878;Emb;AGT;AGENCIAS;CHM;2;13/1/2025 16:45;26/2/2025 00:00;20/3/2025 00:00;MAD;MADRID;AER;AER   .AEREOS;0;1861530;0;1861530;0;0;1436851,2;424678,8;1861530;0;LGBEMI
6982;PK;TER;GEN;BB;BET;1476;ING;PAR;PARTICULARES;ING;4;13/1/2025 17:00;20/2/2025 00:00;1/3/2025 00:00;BRA;BRASIL;HOTEL;HOTEL .HOTELES;3475115,6;3475115,6;150984,41;3475115,6;150984,41;0;2756123,96;718991,64;3626100;0,01;BRA
6983;PN;TER;GEN;LC;LUC;1475;TRA;PAR;PARTICULARES;;0;13/1/2025 18:21;18/5/2025 00:00;15/6/2025 00:00;EUR;EUROPA;AER;AER   .AEREOS;0;3388800;0;3388800;0;0;3225629,28;163170,72;3388800;0;EUR
6985;PK;TER;GEN;BB;BET;1478;CYR;PAR;PARTICULARES;CYR;5;14/1/2025 09:45;26/1/2025 00:00;29/1/2025 00:00;PAN;;HOTEL;HOTEL .HOTELES;825524,33;825524,33;17010,68;825524,33;17010,68;0;744534,32;80990,01;834792,76;7742,25;
6986;PN;AER;GEN;DC;DEB;7506;THO;AGT;AGENCIAS;LEG;5;14/1/2025 09:52;22/2/2025 00:00;3/3/2025 00:00;EEUU;ESTADOS UNIDOS;AER;AER   .AEREOS;0;4575964,4;0;4575964,4;0;0;4669350,35;-93385,95;4630461,83;-54497,43;USA
6987;PK;TER;GEN;BB;BET;1478;CYR;PAR;PARTICULARES;MAR;5;14/1/2025 10:00;26/1/2025 00:00;29/1/2025 00:00;PAN;;HOTEL;HOTEL .HOTELES;970504,34;970504,34;21351,33;970504,34;21351,33;0;868856,22;101648,12;991855,67;0;
6988;PK;TER;GEN;DZ;DAI;1477;PIE;PAR;PARTICULARES;PIE;2;14/1/2025 10:15;18/7/2025 00:00;26/7/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;1824265,49;1874572,84;60092,71;1685540,66;46893,34;202231,55;1552843,5;271443,34;2001132,79;-66467,24;
6989;PN;TER;GEN;DZ;DAI;1477;PIE;PAR;PARTICULARES;;0;14/1/2025 10:14;18/7/2025 00:00;26/7/2025 00:00;REPDOM;REPUBLICA DOMINICANA;TER;TER   .TERRESTRES;0;0;0;0;0;0;0;0;0;0;CAR
6990;PK;TER;GEN;BB;BET;1478;CYR;PAR;PARTICULARES;CYR;4;14/1/2025 10:45;29/1/2025 00:00;5/2/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;3680075,57;3680075,56;68671,94;3680075,56;68671,94;0;3353076,05;326999,52;3748747,5;0;
6991;PN;AER;GEN;DC;DEB;166;PRE;AGT;AGENCIAS;AVI;2;14/1/2025 10:45;3/5/2025 00:00;26/5/2025 00:00;MAD;MADRID;AER;AER   .AEREOS;0;1637679,96;0;1637679,96;0;0;1671102;-33422,04;1652371,14;-14691,18;LGBEMI
6992;PN;AER;GEN;DC;DEB;7518;JAR;AGT;AGENCIAS;CHI;3;14/1/2025 10:56;22/3/2025 00:00;29/3/2025 00:00;RIO;RIO DE JANEIRO;AER;AER   .AEREOS;0;2101835,4;0;2101835,4;0;0;1854097,2;247738,2;2101835,4;0;BRA
6993;PK;TER;GEN;BB;BET;1478;CYR;PAR;PARTICULARES;CHR;5;14/1/2025 11:00;29/1/2025 00:00;5/2/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;4270681,94;4270681,93;85970,57;4270681,93;85970,57;0;3861284,53;409397,41;4356652,5;0;
6994;PK;TER;GEN;BB;BET;1478;CYR;PAR;PARTICULARES;SAI;1;14/1/2025 11:00;29/1/2025 00:00;5/2/2025 00:00;DOM;REPUBLICA DOMINICANA;HOTEL;HOTEL .HOTELES;1828887,53;1828887,53;16157,48;1828887,53;16157,48;0;1751896,83;76990,7;1845045,01;0;
